Binomial,cytb,coi,nd2,nd3,rag1,bfib5,bfib7,gapdh,myo,odc
Sterna_bergii,AY631299,NA,AY631371,NA,NA,NA,NA,NA,NA,NA
Sterna_caspia,AY631300,EU525429,AY631372,NA,EF373187,NA,AY695188,NA,NA,NA
Sterna_dougallii,AY631301,NA,AY631373,NA,NA,NA,NA,NA,NA,NA
Sterna_elegans,AY631302,DQ434160,AY631374,NA,NA,NA,NA,NA,NA,NA
Sterna_forsteri,AY631304,DQ434162,AY631376,NA,NA,NA,AY695187,NA,NA,NA
Sterna_fuscata,AY631305,DQ433210,AY631377,NA,EF373196,NA,NA,NA,NA,NA
Sterna_hirundinacea,AY631307,NA,AY631379,NA,NA,NA,NA,NA,NA,NA
Sterna_hirundo,AY631306,DQ434164,AY631378,NA,EF373209,NA,NA,NA,AY339096,NA
Sterna_lunata,AY631308,NA,AY631380,NA,NA,NA,NA,NA,NA,NA
Sterna_maxima,AY631309,DQ434165,AY631381,NA,NA,NA,AY695189,NA,NA,NA
Sterna_nereis,AY631310,NA,AY631382,NA,NA,NA,NA,NA,NA,NA
Sterna_nilotica,AY631311,EU525410,AY631383,NA,EF373184,NA,NA,NA,NA,NA
Sterna_paradisaea,AY631312,DQ434168,AY631384,NA,NA,NA,NA,NA,NA,NA
Sterna_sandvicensis,DQ385231,DQ385180,AY631385,DQ385112,AY228786,NA,FJ356204 - FGB intron 7,FM210020,FJ356217,NA
Sterna_striata,AY631314,NA,AY631386,NA,NA,NA,NA,NA,NA,NA
Sterna_sumatrana,AY631315,NA,AY631387,NA,NA,NA,NA,NA,NA,NA
Sterna_superciliaris,AY631316,EU525525,AY631388,NA,EF373210,NA,NA,NA,NA,NA
Sterna_trudeaui,AY631317,FJ028325,AY631389,NA,NA,NA,FJ356209 - FGB intron 7,NA,NA,NA
Sterna_vittata,AY631318,NA,AY631390,NA,NA,NA,NA,NA,NA,NA
Stictonetta_naevosa,U46471,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stigmatopelia_chinensis,AF483341,DQ434172,AF353431,NA,NA,NA,AF182662 (reversed),NA,NA,NA
Stigmatopelia_senegalensis,AF279710,AF279735,AF353432,NA,NA,NA,AF279720 extraction (reversed),NA,NA,NA
Stigmatura_budytoides,DQ435461,FJ028330,NA,NA,FJ501748,NA,NA,DQ435476,DQ435528,DQ435503
Stigmatura_napensis,AF067000,NA,AF066999,NA,NA,NA,NA,NA,NA,NA
Stiltia_isabella,EF373159,NA,EF373268,NA,EF373211,NA,NA,NA,NA,NA
Stiphrornis_erythrothorax,AF136733,NA,GU358826,NA,NA,AY206905,NA,EU423146,GU358767,GU358897
Stipiturus_malachurus,EF621327,HQ119133,EF621350,HQ118210,GU825807,HQ118164,NA,NA,EF629532,NA
Stipiturus_mallee,AY488404,NA,AY488328,NA,NA,AY488485,NA,NA,NA,NA
Stipiturus_ruficeps,EF621332,NA,EF621356,NA,NA,NA,NA,FJ419229,NA,NA
Stizorhina_finschi,AF151401,NA,NA,NA,NA,NA,NA,NA,HM633665,HM633794
Stizorhina_fraseri,AY752398,NA,AY752356,NA,NA,NA,NA,NA,NA,HM633795
Strepera_graculina,FJ498975,NA,NA,NA,AY443334,NA,NA,NA,NA,NA
Streptocitta_albicollis,NA,EF484192,EF468162,NA,NA,EF468300,EF471819,NA,NA,NA
Streptopelia_bitorquata,AF353406,AF353477,AF353427,NA,NA,NA,AF353457 intron7 (reversed),NA,NA,NA
Streptopelia_capicola,AF279709,EF373391,EF373353,NA,EF373524,NA,AF279719 extraction (reversed),NA,NA,NA
Streptopelia_decaocto,AF353398,DQ433220,AF353418,NA,NA,NA,AF353449 extraction (reversed),NA,NA,NA
Streptopelia_decipiens,AF353400,AF353471,AF353420,NA,NA,NA,AF353451 extraction (reversed),NA,NA,NA
Streptopelia_hypopyrrha,AF353403,NA,AF353424,NA,NA,NA,AF353454 extraction (reversed),NA,NA,NA
Streptopelia_orientalis,AF353405,EF515758,AF353426,NA,NA,NA,AF353456 extraction (reversed),NA,NA,NA
Streptopelia_roseogrisea,AF353399,AF353470,AF353419,NA,NA,NA,AF353450 extraction (reversed),NA,NA,NA
Streptopelia_semitorquata,AF353401,AF353500,AF353421,NA,NA,NA,AF353452 extraction (reversed),NA,NA,NA
Streptopelia_tranquebarica,AF353407,NA,AF353428,NA,NA,NA,AF353458 extraction (reversed),NA,NA,NA
Streptopelia_turtur,AF353404,GQ482680,AF353425,NA,NA,NA,AF353455 extraction (reversed),NA,NA,NA
Streptopelia_vinacea,AF353402,AF353502,AF353423,NA,NA,NA,AF353453 extraction (reversed),NA,NA,NA
Streptoprocne_phelpsi,AY294482,NA,AY294544,NA,NA,NA,NA,NA,NA,NA
Streptoprocne_rutila,NA,AY275859,NA,NA,NA,NA,NA,NA,NA,NA
Streptoprocne_zonaris,AY294481,AY275860,AY294543,NA,NA,EU739326,EU042348 extraction (reversed),NA,EU740043,GU166929
Strix_aluco,AJ004051,NA,EU601030,EU600993,EF078768,NA,NA,NA,EU601070,NA
Strix_butleri,AJ003913,NA,NA,NA,EU348935,NA,NA,NA,NA,NA
Strix_davidi,NA,GQ922637,NA,NA,NA,NA,NA,NA,NA,NA
Strix_leptogrammica,AJ003914,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strix_nebulosa,AJ004059,AY666432,GU784952,NA,EU348936,NA,NA,NA,NA,NA
Strix_occidentalis,NA,DQ434176,GU784959,NA,DQ482641,EU739327,EU739493 extraction,NA,EU740044,NA
Strix_rufipes,AJ004061,FJ028332,NA,NA,EU348937,NA,NA,NA,NA,NA
Strix_uralensis,AJ004063,GQ482682,NA,NA,EU348938,NA,NA,NA,NA,NA
Strix_varia,AF115874,DQ434180,NA,NA,NA,NA,NA,NA,NA,NA
Strix_virgata,AF115887,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strix_woodfordii,AJ004065,NA,EU601031,EU600994,EU348941,NA,NA,NA,EU601071,NA
Struthidea_cinerea,AY064277,NA,AY064757,NA,AY443335,NA,NA,NA,AY064738,NA
Struthio_camelus,NC_002785,NC_002785,NC_002785,NC_002785,AF143727,NA,EF552785 - intron 7,NA,EU739904,EF552743
Sturnella_bellicosa,AF310065,NA,FJ154660,NA,NA,NA,NA,NA,NA,NA
Sturnella_loyca,NA,FJ028334,NA,NA,NA,NA,NA,NA,NA,NA
Sturnella_magna,GU215214,AY666267,FJ154662,NA,NA,NA,NA,NA,NA,NA
Sturnella_militaris,AF089038,NA,FJ154659,NA,NA,NA,NA,NA,NA,NA
Sturnella_neglecta,EF529952,EU525529,AF290127,NA,NA,NA,NA,NA,NA,NA
Sturnella_superciliaris,EU325781,FJ028339,NA,NA,NA,NA,NA,NA,NA,EU325839
Sturnus_albofrontatus,NA,NA,EU403596,NA,NA,NA,NA,EU551884,EU551862,EU551915
Sturnus_burmannicus,NA,NA,EU403588,NA,NA,NA,NA,EU551885,EU551863,NA
Sturnus_cineraceus,D38327,GQ482692,DQ466881,NA,DQ466808,EF468312,EF471832,EU551886,DQ466843,EU551917
Sturnus_contra,NA,NA,EF468175,NA,NA,NA,NA,EU551887,EU551864,EU551918
Sturnus_erythropygius,NA,NA,EU403598,NA,NA,NA,NA,EU551888,EU551865,EU551919
Sturnus_malabaricus,NA,EF484207,EF468178,NA,NA,EF468313,EF471833,EU551889,EU551866,EU551920
Sturnus_melanopterus,NA,NA,EU403595,NA,NA,NA,NA,EU551880,EU551860,EU551911
Sturnus_nigricollis,NA,EF484203,DQ466882,NA,DQ466809,EF468309,EF471829,EU551890,DQ466844,EU551921
Sturnus_pagodarum,NA,EU525542,EF468187,NA,NA,EF468319,EF471839,EU551891,EU551867,EU551922
Sturnus_philippensis,NA,EF484208,EF468179,NA,NA,EF468314,EF471834,EU551892,EU551868,EU551923
Sturnus_roseus,NA,EF484209,EF468181,NA,NA,EF468315,EF471835,EU551893,EU551869,EU551924
Sturnus_sericeus,NC_014455,EF484210,EF468182,NC_014455,NA,EF468316,EF471836,EU551894,EU551870,EU551925
Sturnus_sinensis,NA,NA,DQ466883,NA,DQ466810,NA,NA,EU551895,DQ466845,EU551926
Sturnus_sturninus,NA,NA,EU403600,NA,NA,NA,NA,EU551896,EU551871,EU551927
Sturnus_unicolor,NA,EF484211,DQ466884,NA,DQ466811,EF468317,EF471837,EU551897,DQ466846,EU551928
Sturnus_vulgaris,AF285790,EF484212,AF407048,AF076305,DQ466812,EF468318,EF471838,EF441231,AY228322,EU680769
Sublegatus_arenarum,NA,NA,EF501932,NA,NA,EF501838,NA,NA,NA,NA
Sublegatus_modestus,AF447623,EU232776,AF447650,AF447677,FJ501749,EF501844,NA,EU231723,EU231821,EU231924
Sublegatus_obscurior,NA,NA,EF501940,NA,NA,EF501873,NA,NA,NA,NA
Suiriri_suiriri,NA,EU232839,EF501905,NA,FJ501750,EF501845,NA,EU231671,EU231769,EU231872
Sula_dactylatra,EU372677,DQ433230,EU372686,NA,NA,NA,AY695212,NA,NA,HQ379822
Sula_granti,SDU90004,NA,NA,NA,NA,NA,NA,NA,NA,HQ379825
Sula_leucogaster,U90005,EF101676,NA,NA,NA,NA,NA,NA,NA,NA
Sula_nebouxii,U90006,EF101675,NA,NA,NA,NA,NA,AF339341,NA,NA
Sula_sula,U90007,EF101678,NA,NA,NA,NA,NA,NA,NA,NA
Sula_variegata,U90008,NA,NA,NA,NA,NA,NA,NA,NA,NA
Surnia_ulula,AJ004067,AY666551,NA,NA,EU348942,NA,AY082405,NA,NA,NA
Surniculus_lugubris,AF072634,NA,AF072603,NA,NA,NA,NA,NA,NA,NA
Surniculus_velutinus,NA,NA,Sorenson,NA,NA,NA,NA,NA,NA,NA
Swynnertonia_swynnertoni,AY206958,NA,NA,NA,NA,AY206906,NA,NA,HM633667,HM633796
Sylvia_atricapilla,NC_010228,NC_010228,NC_010228,NC_010228,EF568261,EU680691,NA,EF441232,AY887727,EU680770
Sylvia_boehmi,AJ534530,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia_borin,AY124540,GQ482713,AY329437,NA,NA,NA,NA,NA,NA,NA
Sylvia_buryi,AJ534531,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia_cantillans,AJ534543,NA,AY136605,NA,NA,NA,NA,NA,NA,NA
Sylvia_communis,AJ534538,GQ482718,NA,NA,EF568262,NA,NA,NA,NA,NA
Sylvia_conspicillata,AJ534539,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia_curruca,AJ534536,GQ482726,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia_deserticola,AJ534540,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia_hortensis,NC_010229,NC_010229,NC_010229,NC_010229,NA,NA,NA,NA,NA,NA
Sylvia_layardi,AJ534528,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia_leucomelaena,AJ534533,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia_lugens,AJ534532,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia_melanocephala,AJ534544,FJ465369,NA,NA,NA,NA,NA,NA,DQ008537,NA
Sylvia_melanothorax,AJ534546,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia_mystacea,AJ534545,GQ482730,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia_nana,AJ534537,GQ482732,NA,AY489510,AY057033,EU739328,AY489409,NA,EU740045,NA
Sylvia_nisoria,AJ534527,GQ482736,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia_rueppelli,AJ534547,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia_sarda,AJ534541,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia_subcaerulea,AJ534529,NA,AF407056,NA,NA,NA,NA,NA,NA,NA
Sylvia_undata,AJ534542,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvietta_brachyura,NA,NA,DQ126001,NA,NA,NA,NA,NA,DQ125960,NA
Sylvietta_leucophrys,NA,NA,NA,NA,NA,EU680692,NA,NA,EU680600,EU680771
Sylvietta_rufescens,NA,NA,DQ871386,NA,NA,NA,NA,NA,DQ871430,NA
Sylvietta_virens,NA,NA,AY136602,NA,NA,NA,NA,NA,NA,NA
Sylvietta_whytii,DQ008501,NA,NA,NA,NA,EU680693,NA,NA,DQ008552,EU680772
Sylviorthorhynchus_desmursii,EU054000,FJ028347,NA,NA,FJ461113,GQ140160,NA,GQ140207,GQ140230,GQ140070
Sylviparus_modestus,AY308733,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syma_torotoro,NA,NA,DQ111861,NA,DQ111822,NA,NA,NA,NA,NA
Synallaxis_albescens,AY115390,FJ028353,AY115452,NA,FJ461118,NA,NA,NA,NA,NA
Synallaxis_azarae,NA,FJ028356,NA,NA,NA,NA,NA,NA,NA,NA
Synallaxis_cabanisi,NA,NA,HM449848,NA,NA,NA,NA,NA,NA,NA
Synallaxis_candei,HM125621,NA,HM125608,HM125666,NA,NA,HM125651,NA,NA,NA
Synallaxis_cinerascens,NA,NA,NA,AY489543,NA,NA,AY489445,NA,NA,NA
Synallaxis_cinnamomea,HM125620,NA,HM125603,HM125665,NA,NA,HM125650,NA,NA,NA
Synallaxis_erythrothorax,GQ140105,NA,NA,NA,NA,GQ140161,NA,GQ140208,GQ140231,GQ140071
Synallaxis_frontalis,NA,EU233026,NA,NA,NA,NA,NA,NA,NA,NA
Synallaxis_ruficapilla,AY065707,NA,NA,NA,AY065737,EF212072,NA,NA,AY065763,EF212119
Synallaxis_rutilans,NA,NA,HM449849,NA,NA,NA,NA,NA,NA,NA
Synallaxis_scutata,AY998192,NA,NA,NA,FJ461117,EF212073,NA,AY998210,AY998229,EF212120
Synallaxis_spixi,NA,FJ028363,NA,AY613350,NA,NA,EF635326,NA,NA,NA
Synallaxis_stictothorax,NA,NA,NA,NA,FJ461116,NA,NA,NA,NA,NA
Syndactyla_rufosuperciliata,AY998201,FJ028368,NA,NA,FJ461142,EF212074,NA,AY998220,AY998238,EF212121
Synthliboramphus_antiquus,NC_007978,NC_007978,NC_007978,NC_007978,EF373212,NA,NA,NA,NA,NA
Synthliboramphus_craveri,U37304,EF380332,EF380345,NA,EF380274,NA,NA,NA,NA,NA
Synthliboramphus_hypoleucus,U37305,DQ434184,NA,NA,NA,NA,NA,NA,NA,NA
Synthliboramphus_wumizusume,U37306,EF380333,EF380346,NA,EF380275,NA,NA,NA,NA,NA
Sypheotides_indicus,AF372042,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syrigma_sibilatrix,AF193820,FJ028370,NA,NA,NA,NA,NA,NA,NA,NA
Syrmaticus_ellioti,NC_010771,NC_010771,NC_010771,NC_010771,NA,NA,DQ306975,NA,NA,NA
Syrmaticus_humiae,NC_010774,NC_010774,NC_010774,NC_010774,NA,NA,NA,NA,NA,NA
Syrmaticus_mikado,AF534561,NA,DQ768294,NA,NA,NA,NA,NA,NA,NA
Syrmaticus_reevesii,NC_010770,NC_010770,NC_010770,NC_010770,NA,NA,DQ306976,NA,NA,NA
Syrmaticus_soemmerringii,NC_010767,NC_010767,NC_010767,NC_010767,NA,NA,NA,NA,NA,NA
Syrrhaptes_paradoxus,NA,GQ482739,NA,NA,NA,EU739329,AY695148,NA,EU740046,NA
Tachuris_rubrigastra,NA,FJ028374,NA,NA,FJ501751,NA,NA,EU231657,EU231755,EU231857
Tachybaptus_dominicus,NA,DQ434185,NA,NA,NA,NA,NA,NA,NA,NA
Tachybaptus_novaehollandiae,NC_010095,NC_010095,NC_010095,NC_010095,NA,NA,NA,NA,NA,NA
Tachybaptus_ruficollis,AF172370,GQ482742,NA,NA,NA,NA,NA,NA,NA,NA
Tachycineta_albilinea,AY052445,NA,AY052456,NA,NA,NA,AY827408 - beta-fibrinogen intron 7,NA,NA,NA
Tachycineta_albiventer,AY052446,NA,AY052457,NA,NA,NA,NA,NA,NA,NA
Tachycineta_bicolor,AF074585,DQ434776,AY136590,NA,NA,NA,NA,NA,NA,NA
Tachycineta_cyaneoviridis,AY052450,NA,AY052461,NA,NA,NA,NA,NA,NA,NA
Tachycineta_euchrysea,AY052451,NA,AY052462,NA,NA,NA,AY827409 - beta-fibrinogen intron 7,NA,NA,NA
Tachycineta_leucorrhoa,AY052447,FJ028377,AY052458,NA,NA,NA,NA,NA,NA,NA
Tachycineta_meyeni,AY052448,FJ028379,AY052459,NA,NA,NA,NA,NA,NA,NA
Tachycineta_stolzmanni,AY052444,NA,AY052455,NA,NA,NA,AY827406 - beta-fibrinogen intron 7,NA,NA,NA
Tachycineta_thalassina,AY052449,DQ433232,AY052460,NA,NA,NA,AY827407 - beta-fibrinogen intron 7,NA,NA,NA
Tachyeres_brachypterus,HM063574,NA,HM063559,NA,NA,NA,NA,NA,NA,NA
Tachyeres_leucocephalus,HM063569,NA,HM063560,NA,NA,NA,NA,NA,NA,NA
Tachyeres_patachonicus,HM063570,NA,HM063561,NA,NA,NA,NA,NA,NA,NA
Tachyeres_pteneres,AF059112,NA,AF059172,NA,NA,NA,NA,NA,NA,NA
Tachymarptis_melba,AY526108,GQ482743,AY294533,NA,NA,NA,AY513095 - Fib intron 7,NA,NA,NA
Tachyphonus_coronatus,FJ799887,FJ028383,FJ799853,NA,NA,NA,NA,NA,NA,NA
Tachyphonus_cristatus,FJ799889,NA,FJ799856,NA,NA,NA,NA,NA,NA,NA
Tachyphonus_delatrii,EF529966,NA,EF529854,NA,NA,NA,NA,NA,NA,NA
Tachyphonus_luctuosus,EF529967,NA,EF529855,NA,NA,NA,NA,NA,NA,NA
Tachyphonus_phoenicius,FJ799893,NA,FJ799861,NA,NA,NA,NA,NA,NA,NA
Tachyphonus_rufiventer,FJ799895,NA,FJ799862,NA,NA,NA,NA,NA,NA,NA
Tachyphonus_rufus,FJ799898,GU215424,FJ799864,NA,NA,NA,NA,NA,NA,NA
Tachyphonus_surinamus,AF006253,NA,EU647959,NA,NA,NA,NA,NA,NA,NA
Tadorna_cana,EU585663,NA,EU585726,NA,NA,NA,NA,NA,NA,NA
Tadorna_ferruginea,U46475,GQ482748,EU585727,NA,NA,NA,NA,NA,NA,NA
Tadorna_radjah,U46474,NA,EU585728,NA,NA,NA,NA,NA,NA,NA
Tadorna_tadorna,AF059113,GQ482752,AF059173,NA,NA,NA,NA,NA,NA,NA
Tadorna_tadornoides,U46473,NA,EU585729,NA,NA,NA,NA,NA,NA,NA
Tadorna_variegata,AF173760,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taeniopygia_bichenovii,EU423945,NA,AY323598,NA,NA,NA,NA,NA,NA,NA
Taeniopygia_guttata,DQ453513,DQ453513,DQ453513,DQ453513,NA,NA,NA,NA,NA,FJ408628
Taeniotriccus_andrei,NA,NA,NA,NA,FJ501752,NA,NA,NA,NA,NA
Talegalla_fuscirostris,NA,NA,AF394620,NA,NA,NA,NA,NA,NA,NA
Tangara_argyrofenges,AY383104,NA,AY383181,NA,NA,NA,NA,NA,NA,NA
Tangara_arthus,AY383106,NA,AY383183,NA,NA,NA,NA,NA,NA,NA
Tangara_callophrys,AY383107,NA,AY383184,NA,NA,NA,NA,NA,NA,NA
Tangara_cayana,AY383108,NA,AY115436,NA,NA,NA,NA,NA,NA,NA
Tangara_chilensis,AY383110,NA,AY383187,NA,NA,NA,NA,NA,NA,NA
Tangara_chrysotis,AY383111,NA,AY383188,NA,NA,NA,NA,NA,NA,NA
Tangara_cucullata,AY383113,NA,AY383190,NA,NA,NA,NA,NA,NA,NA
Tangara_cyanicollis,AY383115,NA,AY383191,NA,NA,NA,NA,NA,NA,NA
Tangara_cyanocephala,AY383117,NA,AY383195,NA,NA,NA,NA,NA,NA,NA
Tangara_cyanoptera,AY383116,NA,AY383193,NA,NA,NA,NA,NA,NA,NA
Tangara_cyanotis,AY383119,NA,AY383196,NA,NA,NA,NA,NA,NA,NA
Tangara_cyanoventris,EU647993,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tangara_desmaresti,AY383120,NA,AY383197,NA,NA,NA,NA,NA,NA,NA
Tangara_dowii,AY383121,NA,AY383198,NA,NA,NA,NA,NA,NA,NA
Tangara_fastuosa,AY383123,NA,AY383201,NA,NA,NA,NA,NA,NA,NA
Tangara_florida,AY383122,NA,GU215425,NA,NA,NA,NA,NA,NA,NA
Tangara_fucosa,AY383125,NA,AY383202,NA,NA,NA,NA,NA,NA,NA
Tangara_guttata,AY383126,NA,AY383203,NA,NA,NA,NA,NA,NA,NA
Tangara_gyrola,AY383129,NA,GU215426,NA,NA,NA,NA,NA,NA,NA
Tangara_heinei,AY383132,NA,AY383209,NA,NA,NA,NA,NA,NA,NA
Tangara_icterocephala,AY383133,NA,AY383210,NA,NA,NA,NA,NA,NA,NA
Tangara_inornata,AY383134,U91959,AY383211,NA,NA,NA,NA,NA,NA,NA
Tangara_johannae,AY383135,NA,AY383212,NA,NA,NA,NA,NA,NA,NA
Tangara_labradorides,AY383137,NA,AY383214,NA,NA,NA,NA,NA,NA,NA
Tangara_larvata,AY383138,NA,AY383215,NA,NA,NA,NA,NA,NA,NA
Tangara_lavinia,AY383139,NA,AY383216,NA,NA,NA,NA,NA,NA,NA
Tangara_mexicana,AY383141,NA,AY383218,NA,NA,NA,NA,NA,NA,NA
Tangara_meyerdeschauenseei,AY383142,NA,AY383219,NA,NA,NA,NA,NA,NA,NA
Tangara_nigrocincta,AY383143,NA,AY383220,NA,NA,NA,NA,NA,NA,NA
Tangara_nigroviridis,AY383145,NA,AY383221,NA,NA,NA,NA,NA,NA,NA
Tangara_palmeri,AY383146,NA,AY383223,NA,NA,NA,NA,NA,NA,NA
Tangara_parzudakii,AY383147,NA,AY383224,NA,NA,NA,NA,NA,NA,NA
Tangara_preciosa,EU647994,NA,EU648085,NA,NA,NA,NA,NA,NA,NA
Tangara_punctata,AY383148,NA,AY383226,NA,NA,NA,NA,NA,NA,NA
Tangara_ruficervix,AY383150,NA,AY383227,NA,NA,NA,NA,NA,NA,NA
Tangara_rufigula,AY383152,NA,AY383229,NA,NA,NA,NA,NA,NA,NA
Tangara_schrankii,AY383153,NA,AY383230,NA,NA,NA,NA,NA,NA,NA
Tangara_seledon,AY383154,NA,AY383231,NA,AY228039,NA,NA,NA,AY228324,NA
Tangara_varia,AY383155,NA,AY383232,NA,NA,NA,NA,NA,NA,NA
Tangara_vassorii,AY383156,NA,AY383233,NA,NA,NA,NA,NA,NA,NA
Tangara_velia,EF529973,NA,EF529859,NA,NA,NA,NA,NA,NA,NA
Tangara_viridicollis,AY383159,NA,AY383236,NA,NA,NA,NA,NA,NA,NA
Tangara_vitriolina,AY383160,NA,AY383237,NA,NA,NA,NA,NA,NA,NA
Tangara_xanthocephala,AY383161,NA,AY383238,NA,NA,NA,NA,NA,NA,NA
Tangara_xanthogastra,AY383162,NA,AY383239,NA,NA,NA,NA,NA,NA,NA
Tanygnathus_lucionensis,NA,EU621664,EU327668,NA,NA,NA,NA,NA,NA,NA
Tanygnathus_megalorynchos,NA,NA,NA,NA,GQ505245,NA,NA,NA,NA,NA
Tanygnathus_sumatranus,AB177962,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanysiptera_galatea,NA,NA,DQ111862,NA,DQ111823,NA,NA,NA,NA,NA
Tapera_naevia,AF072635,FJ028393,AF072604,NA,NA,NA,NA,NA,NA,NA
Taphrolesbia_griseiventris,NA,NA,GU166856,NA,NA,NA,GU166846 - Bfib intron 7,NA,NA,NA
Taphrospilus_hypostictus,NA,NA,AY830523,NA,NA,NA,AY830674 - Bfib intron 7,NA,NA,GU167079
Taraba_major,AY676938,EU119778,EF640053,EF640120,FJ461174,EF639919,NA,AY677032,AY676985,NA
Tarphonomus_certhioides,GQ140079,FJ027917,NA,EF635362,NA,EF212084,EF635322,EF212150,EF212141,EF212131
Tarphonomus_harterti,GQ140081,NA,NA,EF635357,FJ461104,EF212076,EF635318,EF212147,EF212138,EF212123
Tarsiger_chrysaeus,DQ285439,NA,NA,NA,NA,NA,NA,NA,HM633668,HM633797
Tarsiger_cyanurus,DQ119523,GQ482754,AY329438,NA,NA,NA,NA,GU359033,GU358768,GU358898
Tarsiger_hyperythrus,HM633389,NA,NA,NA,NA,NA,NA,NA,HM633670,HM633799
Tarsiger_indicus,HM633390,NA,NA,NA,NA,NA,NA,NA,HM633671,HM633800
Tarsiger_johnstoniae,HM633391,NA,NA,NA,NA,NA,NA,NA,HM633672,HM633801
Tauraco_bannermani,DQ411888,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tauraco_corythaix,AF102102,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tauraco_erythrolophus,AF102084,NA,NA,NA,DQ482643,EU739330,EU739496 extraction,NA,EU740047,NA
Tauraco_fischeri,AF102081,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tauraco_hartlaubi,AF102090,U83784,NA,AF076374,NA,NA,NA,NA,NA,NA
Tauraco_leucolophus,AF102088,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tauraco_leucotis,AF102080,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tauraco_livingstonii,AF102079,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tauraco_macrorhynchus,AF102092,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tauraco_persa,AF168115,NA,AF072605,NA,NA,NA,NA,NA,NA,NA
Tauraco_porphyreolophus,AF102085,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tauraco_schalowi,AF102078,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tauraco_schuetti,AF102087,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tchagra_australis,NA,NA,AY529971,NA,NA,AY530004,NA,NA,AY529936,NA
Tchagra_minutus,NA,NA,AY529943,NA,NA,AY529976,NA,NA,AY529909,NA
Tchagra_senegalus,NA,NA,AY529972,NA,DQ376528,AY530005,NA,DQ406657,AY529937,NA
Teledromas_fuscus,NA,NA,NA,NA,FJ461222,NA,NA,GQ925881,GQ925896,GQ925863
Telespiza_cantans,EU600384,NA,FJ266307,NA,FJ266130,NA,NA,NA,NA,NA
Telespiza_ultima,EU600385,NA,NA,NA,NA,NA,NA,NA,NA,NA
Telophorus_bocagei,M62558,NA,EU328386,NA,NA,NA,NA,NA,NA,NA
Telophorus_dohertyi,NA,NA,AY529945,NA,AY443336,AY529978,NA,DQ406644,AY529910,NA
Telophorus_nigrifrons,NA,NA,AY529946,NA,NA,AY529979,NA,NA,AY529911,NA
Telophorus_sulfureopectus,AF096456,NA,AY529947,NA,NA,AY529980,NA,DQ406648,AY529912,GQ369669
Telophorus_zeylonus,NA,NA,AY529973,NA,NA,AY530006,NA,DQ406655,AY529938,NA
Temnurus_temnurus,AY395626,NA,NA,NA,NA,NA,AY395614,NA,AY395596,NA
Tephrodornis_gularis,NA,NA,AY816226,NA,DQ376526,NA,NA,DQ406643,AY816220,NA
Tephrodornis_pondicerianus,NA,NA,EF052689,NA,NA,NA,NA,EF052751,EF052762,NA
Terathopius_ecaudatus,AY987247,NA,AY987066,NA,EF078763,NA,AY987173 - intron 7,NA,NA,NA
Terenotriccus_erythrurus,DQ294529,NA,DQ294573,DQ294442,FJ501753,DQ294485,NA,EU231655,EU231753,EU231855
Terenura_callinota,GU215277,NA,GU215400,NA,NA,NA,NA,NA,NA,NA
Terenura_humeralis,AY676957,NA,EF640054,EF640121,NA,EF639920,NA,AY677051,AY677004,GQ925878
Terenura_sharpei,EF639988,NA,EF640055,EF640122,FJ461190,NA,GU371842,NA,NA,NA
Teretistris_fernandinae,AF382999,AF383085,AF383115,NA,NA,GU932036,NA,NA,GU932357,NA
Terpsiphone_cinnamomea,AY124538,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terpsiphone_paradisi,EF081356,EF422249,EF052688,NA,NA,NA,NA,EF052750,EF052761,NA
